,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
1524,ON,Toronto,409-10 Mendelssohn Street,Clairlea-Birchmount,849900.0,3,2,1000-1199,5
1525,ON,Toronto,608-20 Shore Breeze Drive,Mimico,1099000.0,2,2,900-999,4
1526,ON,Toronto,101-40 Panorama Court,Mount Olive-Silverstone-Jamestown,599797.0,3,2,1200-1399,5
1527,ON,Toronto,4608-1 King Street W,Bay Street Corridor,569000.0,1,1,500-599,2
1528,ON,Toronto,5111-8 Eglinton Avenue E,Mount Pleasant East,1190000.0,2+1,2,700-799,5
1529,ON,Toronto,421-3220 Sheppard Avenue E,Tam O'Shanter-Sullivan,807880.0,2+1,2,900-999,5
1530,ON,Toronto,709-55 Ontario Street,Moss Park,1099900.0,2,2,900-999,4
1531,ON,Toronto,TH07-85 Queens Wharf Road,Waterfront Communities C1,1299000.0,2+1,3,1600-1799,6
1532,ON,Toronto,321-400 The East Mall Road N,Islington-City Centre West,965000.0,2,2,1200-1399,4
1533,ON,Toronto,403-97 Lawton Boulevard,Yonge-St. Clair,518000.0,1,1,500-599,2
1534,ON,Toronto,1405-1461 Lawrence Avenue W,Maple Leaf,664900.0,2,2,700-799,4
1535,ON,Toronto,111-1183 Dufferin Street,Dovercourt-Wallace Emerson-Junction,1050000.0,2+1,3,900-999,6
1536,ON,Toronto,1312-77 Harbour Square,Waterfront Communities C1,1119000.0,2,2,1200-1399,4
1537,ON,Toronto,110-1183 Dufferin Street,Dovercourt-Wallace Emerson-Junction,849990.0,1,1,800-899,2
1538,ON,Toronto,4001-761 Bay Street,Bay Street Corridor,4280000.0,3+1,4,4250-4499,8
1539,ON,Toronto,708-1205 Queen Street W,Niagara,1299990.0,2+1,3,1000-1199,6
1540,ON,Toronto,208-3220 Sheppard Avenue E,Tam O'Shanter-Sullivan,781880.0,2,2,800-899,4
1541,ON,Toronto,6910-100 Harbour Street,Waterfront Communities C1,1690000.0,3,2,1000-1199,5
1542,ON,Toronto,309-2287 Lake Shore Boulevard W,Mimico,1299900.0,2,3,1600-1799,5
1543,ON,Toronto,202-75 The Esplanade Way,Waterfront Communities C8,1099000.0,3,2,1000-1199,5
1544,ON,Toronto,1906-3 Marine Parade Drive,Mimico,390000.0,1+1,1,700-799,3
1545,ON,Toronto,1913-55 Harbour Square,Waterfront Communities C1,1429000.0,2,2,1600-1799,4
1546,ON,Toronto,339-4645 Jane Street,Black Creek,289000.0,2,1,800-899,3
1547,ON,Toronto,217-38 Forest Manor Road,Henry Farm,848888.0,2,2,800-899,4
1548,ON,Toronto,510-18 William Carson Crescent,St. Andrew-Windfields,1999000.0,2,3,2500-2749,5
1549,ON,Toronto,129-251 Manitoba Street,Mimico,949900.0,2,2,900-999,4
1550,ON,Toronto,1010-36 Park Lawn Road,Mimico,899000.0,2,2,900-999,4
1551,ON,Toronto,25 Lascelles Boulevard,Yonge-St. Clair,3998500.0,3+1,5,2750-2999,9
1552,ON,Toronto,202-265 Poplar Plains Road,Casa Loma,1395000.0,2,2,1400-1599,4
1553,ON,Toronto,2803-70 Annie Craig Drive,Mimico,729900.0,1,2,600-699,3
1554,ON,Toronto,301-1700 Avenue Road,Bedford Park-Nortown,3060000.0,2+1,3,2000-2249,6
1555,ON,Toronto,4105-88 Blue Jays Way,Waterfront Communities C1,2050000.0,2+1,3,1400-1599,6
1556,ON,Toronto,2010-10 Navy Wharf Court,Waterfront Communities C1,761500.0,1+1,1,700-799,3
1557,ON,Toronto,201-670 Richmond Street W,Niagara,1999000.0,3,2,2000-2249,5
1558,ON,Toronto,4A-1 St Thomas Street,Bay Street Corridor,3580000.0,2,3,2000-2249,5
1559,ON,Toronto,1411-80 John Street,Waterfront Communities C1,849000.0,1+1,1,600-699,3
1560,ON,Toronto,312-1700 Avenue Road,Bedford Park-Nortown,2705000.0,3,3,1500-2000,6
1561,ON,Toronto,TH5-101 Erskine Avenue,Mount Pleasant West,1998000.0,3+1,4,2250-2499,8
1562,ON,Toronto,2802-12 Yonge Street,Waterfront Communities C1,1250000.0,3+1,2,1000-1199,6
1563,ON,Toronto,603-449 Walmer Road,Forest Hill South,1398000.0,2,2,1400-1599,4
1564,ON,Toronto,703-616 Avenue Road,Casa Loma,1495000.0,3,2,1600-1799,5
1565,ON,Toronto,415-2995 Keele Street,Downsview-Roding-CFB,650000.0,1+1,1,600-699,3
1566,ON,Toronto,511-6 Jackes Avenue,Rosedale-Moore Park,1488990.0,1+1,2,1000-1199,4
1567,ON,Toronto,1408-720 Spadina Avenue,University,499000.0,1,1,700-799,2
1568,ON,Toronto,603-120 Rosedale Valley Road,Rosedale-Moore Park,1150000.0,2,2,1200-1399,4
1569,ON,Toronto,2205-7 King Street E,Church-Yonge Corridor,1175000.0,2+1,2,1200-1399,5
1570,ON,Toronto,516-2306 St Clair Avenue W,Junction Area,854990.0,2+1,2,800-899,5
1571,ON,Toronto,323-2306 St Clair Avenue W,Junction Area,879990.0,2+1,2,800-899,5
1572,ON,Toronto,320-2306 St Clair Avenue W,Junction Area,842990.0,2+1,2,800-899,5
1573,ON,Toronto,717-161 Roehampton Avenue,Mount Pleasant West,690000.0,1+1,1,500-599,3
1574,ON,Toronto,210-57 Brock Avenue,Roncesvalles,835900.0,1+1,1,600-699,3
1575,ON,Toronto,109-57 Brock Avenue,Roncesvalles,1412900.0,2,3,1000-1199,5
1576,ON,Toronto,103-57 Brock Avenue,Roncesvalles,1760900.0,3+1,3,1600-1799,7
1577,ON,Toronto,209-3865 Lakeshore Boulevard W,Long Branch,680000.0,1+1,2,700-799,4
1578,ON,Toronto,1805-1166 Bay Street,Bay Street Corridor,3200000.0,3,2,2250-2499,5
1579,ON,Toronto,902-10 Tichester Road,Forest Hill South,1739000.0,2,2,1400-1599,4
1580,ON,Toronto,705-10 Tichester Road,Forest Hill South,1789000.0,2,2,1400-1599,4
1581,ON,Toronto,302-1700 Avenue Road,Bedford Park-Nortown,2650000.0,2,3,1500-2000,5
1582,ON,Toronto,116-400 The East Mall,Islington-City Centre West,499000.0,1,1,500-599,2
1583,ON,Toronto,2904-101 Charles Street E,Church-Yonge Corridor,1249000.0,2,2,900-999,4
1584,ON,Toronto,202-120 Donlands Avenue,East York,864900.0,2,1,800-899,3
1585,ON,Toronto,4710-88 Queen Street E,Church-Yonge Corridor,1389000.0,3,2,700-799,5
1586,ON,Toronto,5601-88 Queen Street E,Church-Yonge Corridor,1122000.0,1+1,2,600-699,4
1587,ON,Toronto,E11-260 Finch Avenue,Newtonbrook East,979900.0,2,2,800-899,4
1588,ON,Toronto,519-77 Shuter Street,Church-Yonge Corridor,969000.0,2+1,2,800-899,5
1589,ON,Toronto,3803-183 Wellington Street W,Waterfront Communities C1,2298000.0,1,2,1400-1599,3
1590,ON,Toronto,218-38 Forest Manor Road,Henry Farm,848888.0,2,2,700-799,4
1591,ON,Toronto,7302-1 Bloor Street E,Church-Yonge Corridor,1958000.0,2+1,2,1000-1199,5
1592,ON,Toronto,602-1700 Avenue Road,Bedford Park-Nortown,1998000.0,2,2,1200-1399,4
1593,ON,Toronto,1906-33 Elmhurst Avenue,Lansing-Westgate,899000.0,2+1,2,1600-1799,5
1594,ON,Toronto,1611-219 Dundas Street E,Moss Park,849000.0,2,1,600-699,3
1595,ON,Toronto,2603-70 Annie Craig Drive,Mimico,699000.0,1+1,2,600-699,4
1596,ON,Toronto,402-60 Colborne Street,Church-Yonge Corridor,1250000.0,2,2,900-999,4
1597,ON,Toronto,210-6 Jackes Avenue,Rosedale-Moore Park,1488990.0,2,2,1000-1199,4
1598,ON,Toronto,505-6 Jackes Avenue,Rosedale-Moore Park,1187990.0,1+1,2,900-999,4
1599,ON,Toronto,410-38 Avenue Road,Annex,2995000.0,2+1,3,1500-2000,6
1600,ON,Toronto,UNIT 3-260 Finch Avenue E,Newtonbrook East,955000.0,2+1,2,800-899,5
1601,ON,Toronto,406-41 Lakeshore Drive,New Toronto,529000.0,2,1,700-799,3
1602,ON,Toronto,406-4208 Dundas Street W,Edenbridge-Humber Valley,889900.0,2,2,900-999,4
1603,ON,Toronto,A02-36 Forest Manor Road,Henry Farm,828800.0,2,2,700-799,4
1604,ON,Toronto,1208-271 Ridley Boulevard,Bedford Park-Nortown,799000.0,2,2,1200-1399,4
1605,ON,Toronto,3206-1 Bloor Street,Church-Yonge Corridor,1028000.0,1+1,1,600-699,3
1606,ON,Toronto,4201-65 St Mary Street,Bay Street Corridor,2350000.0,2+1,2,1400-1599,5
1607,ON,Toronto,LPH02-736 Spadina Avenue,University,2880000.0,3+1,3,3250-3499,7
